"AppellationDorigineControlee","Lait","Type","AireDeProduction","AnneeDobtentionDeLAOC","CI","Departement","Commune","AireGeographique","IDA"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74310","HAUTE-SAVOIE","Viuz-la-Chiesaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74311","HAUTE-SAVOIE","Viuz-en-Sallaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74304","HAUTE-SAVOIE","Ville-en-Sallaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74303","HAUTE-SAVOIE","Villaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74302","HAUTE-SAVOIE","Villards-sur-Thenes","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74301","HAUTE-SAVOIE","Villard","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74295","HAUTE-SAVOIE","Vernaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74294","HAUTE-SAVOIE","Verchaix","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74290","HAUTE-SAVOIE","Vallorcine","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74167","HAUTE-SAVOIE","ValdeChaise","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74287","HAUTE-SAVOIE","Vailly","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74286","HAUTE-SAVOIE","Vacheresse","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74284","HAUTE-SAVOIE","Tour","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74280","HAUTE-SAVOIE","Thenes","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74279","HAUTE-SAVOIE","Thollon-les-Memises","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74276","HAUTE-SAVOIE","Taninges","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74275","HAUTE-SAVOIE","Talloires-Montmin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74273","HAUTE-SAVOIE","Sixt-Fer-e-Cheval","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74271","HAUTE-SAVOIE","Seytroux","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74270","HAUTE-SAVOIE","Seythenex","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74266","HAUTE-SAVOIE","Servoz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74265","HAUTE-SAVOIE","Serraval","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74264","HAUTE-SAVOIE","Scionzier","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74261","HAUTE-SAVOIE","Saxel","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74258","HAUTE-SAVOIE","Samoens","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74256","HAUTE-SAVOIE","Sallanches","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74253","HAUTE-SAVOIE","Saint-Sixt","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74252","HAUTE-SAVOIE","Saint-Sigismond","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74244","HAUTE-SAVOIE","Saint-Laurent","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74242","HAUTE-SAVOIE","Saint-Jorioz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74241","HAUTE-SAVOIE","Saint-Jeoire","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74240","HAUTE-SAVOIE","Saint-Jean-de-Tholome","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74239","HAUTE-SAVOIE","Saint-Jean-de-Sixt","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74238","HAUTE-SAVOIE","Saint-Jean-d'Aulps","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74236","HAUTE-SAVOIE","Saint-Gervais-les-Bains","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74234","HAUTE-SAVOIE","Saint-Ferreol","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74232","HAUTE-SAVOIE","Saint-Eustache","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74226","HAUTE-SAVOIE","Saint-Andre-de-Boege","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74224","HAUTE-SAVOIE","Roche-sur-Foron","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74223","HAUTE-SAVOIE","Riviere-Enverse","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74222","HAUTE-SAVOIE","Reyvroz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74221","HAUTE-SAVOIE","Reposoir","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74215","HAUTE-SAVOIE","Praz-sur-Arly","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74212","HAUTE-SAVOIE","Petit-Bornand-les-Glieres","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74210","HAUTE-SAVOIE","Perrignier","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74208","HAUTE-SAVOIE","Passy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74205","HAUTE-SAVOIE","Onnion","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74203","HAUTE-SAVOIE","Novel","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74198","HAUTE-SAVOIE","Neves-Parmelan","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74196","HAUTE-SAVOIE","Nancy-sur-Cluses","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74191","HAUTE-SAVOIE","Morzine","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74190","HAUTE-SAVOIE","Morillon","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74188","HAUTE-SAVOIE","Montriond","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74187","HAUTE-SAVOIE","Montmin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74189","HAUTE-SAVOIE","Mont-Saxonnex","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74183","HAUTE-SAVOIE","Mieussy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74174","HAUTE-SAVOIE","Megevette","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74173","HAUTE-SAVOIE","Megeve","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74169","HAUTE-SAVOIE","Marnaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74164","HAUTE-SAVOIE","Marignier","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74160","HAUTE-SAVOIE","Manigod","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74159","HAUTE-SAVOIE","Magland","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74155","HAUTE-SAVOIE","Lullin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74154","HAUTE-SAVOIE","Lugrin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74148","HAUTE-SAVOIE","Leschaux","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74147","HAUTE-SAVOIE","Lathuile","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74143","HAUTE-SAVOIE","Houches","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74140","HAUTE-SAVOIE","Habere-Poche","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74139","HAUTE-SAVOIE","Habere-Lullin","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74138","HAUTE-SAVOIE","Gruffy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74136","HAUTE-SAVOIE","Grand-Bornand","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74135","HAUTE-SAVOIE","Giez","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74134","HAUTE-SAVOIE","Gets","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74129","HAUTE-SAVOIE","Forclaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74282","HAUTE-SAVOIE","Filliere","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74123","HAUTE-SAVOIE","Faverges-Seythenex","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74114","HAUTE-SAVOIE","Essert-Romand","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74111","HAUTE-SAVOIE","Entrevernes","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74110","HAUTE-SAVOIE","Entremont","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74108","HAUTE-SAVOIE","Duingt","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74104","HAUTE-SAVOIE","Doussard","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74103","HAUTE-SAVOIE","Domancy","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74102","HAUTE-SAVOIE","Dingy-Saint-Clair","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74099","HAUTE-SAVOIE","Demi-Quartier","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74091","HAUTE-SAVOIE","Cete-d'Arbroz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74089","HAUTE-SAVOIE","Cordon","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74085","HAUTE-SAVOIE","Contamines-Montjoie","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74084","HAUTE-SAVOIE","Cons-Sainte-Colombe","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74083","HAUTE-SAVOIE","Combloux","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74080","HAUTE-SAVOIE","Clusaz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74079","HAUTE-SAVOIE","Clefs","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74073","HAUTE-SAVOIE","Chevenoz","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74072","HAUTE-SAVOIE","Chevaline","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74063","HAUTE-SAVOIE","Chetel","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74060","HAUTE-SAVOIE","Chapelle-Saint-Maurice","Chevrotin","1495"
"Chevrotin","Chèvre","Pâte pressée non cuite","Massifs du Mont-Blanc, du Chablais, des Aravis et des Bauges (Haute-Savoie et Savoie)","2002","74058","HAUTE-SAVOIE","Chapelle-d'Abondance","Chevrotin","1495"
